First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills
Karankumar,karankumar@xyz.com,1,Data Visualization using Power BI,Attending,"symbiosis institute of technology, pune",Youtube,,Students,2024,Mahe,8.5,3,0-2 Lakh,9,no 
Gohil ,gohil@xyz.com,1,Data Visualization using Power BI,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,,Students,2024,Ajmer,8.3,7,0-2 Lakh,15,no
Tuusheet,tuusheet@xyz.com,1,Data Visualization using Power BI,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2023,Kheda,7.5,4,0-2 Lakh,19,no
RUSHABH ,rushabh@xyz.com,1,Data Visualization using Power BI,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Email | SPOC/ College Professor,,Students,2025,Okha,7.6,4,0-2 Lakh,10,no
NIKHILKUMAR,nikhilkumar@xyz.com,1,Data Visualization using Power BI,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2025,Rajkot,6.5,4,0-2 Lakh,10,no
Urvish,urvish@xyz.com,1,Data Visualization using Power BI,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2026,Kunrool,7.2,4,0-2 Lakh,9,yes
Dhaval,dhaval@xyz.com,1,Data Visualization using Power BI,Attending,a. c. patil college of engineering,Whatsapp,,Students,2025,Vijaywada,6.5,4,0-2 Lakh,8,no
Daisy,daisy@xyz.com,1,Data Visualization using Power BI,Attending,wilson college ,LinkedIn,,Students,2024,Eluru,6.6,4,0-2 Lakh,7,no
Prarthana,prarthana@xyz.com,1,Data Visualization using Power BI,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,,Students,2023,Nagaon,8.1,3,0-2 Lakh,5,yes
Shriya,shriya@xyz.com,1,Data Visualization using Power BI,Attending,"vishwakarma institute of technology, pune",Email,,Students,2024,Aurangabad,7.8,7,0-2 Lakh,20,no
Jerin,jerin@xyz.com,1,Data Visualization using Power BI,Attending,new horizon institute of technology and management ,Whatsapp,,Students,2026,Buldhana,8.3,3,0-2 Lakh,17,no 
Parmeshwar ,parmeshwar@xyz.com,1,Data Visualization using Power BI,Attending,late g. n. sapkal college of engineering,Email,,Students,2024,Dhule,9.4,4,0-2 Lakh,11,yes
Bilal,bilal@xyz.com,1,Data Visualization using Power BI,Attending,"mit academy of engineering ,alandi",Whatsapp,,Students,2025,Kalyan,8.5,7,0-2 Lakh,8,no
Suthar,suthar@xyz.com,1,Data Visualization using Power BI,Attending,wilson college ,SPOC/ College Professor,,Students,2023,Navi Mumbai,7.7,5,0-2 Lakh,8,no
Shashikant,shashikant@xyz.com,1,Data Visualization using Power BI,Attending,na,Whatsapp,,Students,2023,Amritsar,7.3,7,0-2 Lakh,24,no
KULDIPDAN,kuldipdan@xyz.com,1,Data Visualization using Power BI,Attending,"mit academy of engineering ,alandi",Whatsapp,,Students,2025,Patiala,9.4,4,0-2 Lakh,8,no
Zoya,zoya@xyz.com,1,Data Visualization using Power BI,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,,Students,2024,Jaipur,7.9,7,0-2 Lakh,8,yes
Cyrus Melroy,cyrusmelroy@xyz.com,1,Data Visualization using Power BI,Attending,silicon institute of technology,SPOC/ College Professor,,Students,2025,Kota,8.0,5,0-2 Lakh,8,yes
Shejal ,shejal@xyz.com,1,Data Visualization using Power BI,Attending,don bosco college of engineering fatorda goa,LinkedIn,,Students,2026,Sikar,9.4,4,0-2 Lakh,9,no
TANISHKA,tanishka@xyz.com,1,Data Visualization using Power BI,Attending,pillai college of engineering new panvel,Whatsapp,,Students,2024,Ahemdabad,6.8,7,0-2 Lakh,17,no
Jerio,jerio@xyz.com,1,Data Visualization using Power BI,Attending,"Priyadarshini college of engineering, Nagpur ",Email,,Students,2024,Dwarka,7.9,5,0-2 Lakh,11,no
Hala Mehwish,halamehwish@xyz.com,1,Data Visualization using Power BI,Attending,Silicon Institute of Technology,Email,,Students,2025,Kunrool,8.9,3,0-2 Lakh,18,no 
Akshar,akshar@xyz.com,1,Data Visualization using Power BI,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Email,,Students,2024,Dehri,9.6,4,0-2 Lakh,22,no
Vasu,vasu@xyz.com,1,Data Visualization using Power BI,Attending,"Vishwakarma Institute of Technology, Pune",Email,,Students,2023,Chapra,9.1,4,0-2 Lakh,6,no
Suzanne,suzanne@xyz.com,1,Data Visualization using Power BI,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,SPOC/ College Professor,,Students,2024,Haijipur,7.6,7,0-2 Lakh,15,yes
Vishwesh,vishwesh@xyz.com,1,Data Visualization using Power BI,Attending,Wilson college ,SPOC/ College Professor,,Students,2025,Bhilai,7.3,5,0-2 Lakh,20,no
Mahdi Abbas,mahdiabbas@xyz.com,1,Data Visualization using Power BI,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Email,,Students,2024,Raipur,9.1,5,0-2 Lakh,9,no
Ibin,ibin@xyz.com,1,Data Visualization using Power BI,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Email,,Students,2023,Daman,6.9,3,0-2 Lakh,9,no
Sherwin ,sherwin@xyz.com,1,Data Visualization using Power BI,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Email,,Students,2023,Delhi,9.2,5,0-2 Lakh,21,no 
Damaji,damaji@xyz.com,1,Data Visualization using Power BI,Attending,"Vishwakarma Institute of Technology, Pune",LinkedIn | Cloud Counselage Website,,Students,2024,New Delhi,7.3,5,0-2 Lakh,5,no 
Swati,swati@xyz.com,1,Data Visualization using Power BI,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Email,,Students,2025,Panji,7.9,5,0-2 Lakh,16,yes
Aakansha,aakansha@xyz.com,1,Data Visualization using Power BI,Attending,"Priyadarshini college of engineering, Nagpur ",Email,,Students,2023,Madgaon,9.9,4,0-2 Lakh,21,yes
Kartikey,kartikey@xyz.com,1,Data Visualization using Power BI,Attending,New horizon institute of Technology and Management ,Friend/ Classmate,,Students,2024,Amreli,9.3,5,0-2 Lakh,7,no
Dhruvi,dhruvi@xyz.com,1,Data Visualization using Power BI,Attending,Late G. N. Sapkal College Of Engineering,Email,,Students,2025,Dwarka,6.4,3,0-2 Lakh,20,no
Guruprasad,guruprasad@xyz.com,1,Data Visualization using Power BI,Attending,"Symbiosis Institute of Technology, Pune",SPOC/ College Professor,,Students,2023,Godhra,8.4,3,0-2 Lakh,9,yes
Pritamsing,pritamsing@xyz.com,1,Data Visualization using Power BI,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Whatsapp,,Students,2024,Nadiad,7.1,7,0-2 Lakh,21,no
Pranod,pranod@xyz.com,1,Data Visualization using Power BI,Attending,,Email,,Students,2023,Navsari,8.0,3,0-2 Lakh,8,yes
Roshaun,roshaun@xyz.com,1,Data Visualization using Power BI,Attending,,Whatsapp | Email | Cloud Counselage Website | SPOC/ College Professor,,Students,2023,Rajkot,8.5,7,0-2 Lakh,8,no 
Vishvjit,vishvjit@xyz.com,1,Data Visualization using Power BI,Attending,A. C. Patil College of Engineering,SPOC/ College Professor,,Students,2024,Valsad,9.7,7,0-2 Lakh,25,yes
Khajabi ,khajabi@xyz.com,1,Data Visualization using Power BI,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,SPOC/ College Professor,,Students,2023,Faridabad,8.8,7,0-2 Lakh,24,no
Allwyn,allwyn@xyz.com,1,Data Visualization using Power BI,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,Whatsapp,,Students,2025,Hisar,7.6,3,0-2 Lakh,19,yes
Yamini,yamini@xyz.com,1,Data Visualization using Power BI,Attending,Don Bosco College of Engineering Fatorda Goa,SPOC/ College Professor,,Students,2023,Rohtak,7.6,5,0-2 Lakh,8,yes
Rupali,rupali@xyz.com,1,Data Visualization using Power BI,Attending,St Xavier's College ,SPOC/ College Professor,,Students,2024,Sonipat,8.3,5,0-2 Lakh,8,no 
Bibin ,bibin@xyz.com,1,Data Visualization using Power BI,Attending,Wilson college ,Whatsapp,,Students,2026,kullu,7.1,4,0-2 Lakh,8,no
Shruthi ,shruthi@xyz.com,1,Data Visualization using Power BI,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Email | Cloud Counselage Website,,Students,2023,Doda,6.7,5,0-2 Lakh,8,no
Radha,radha@xyz.com,1,Data Visualization using Power BI,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Friend/ Classmate,,Students,2023,Jammu,9.7,3,0-2 Lakh,6,no
Elizabeth L,elizabethl@xyz.com,1,Data Visualization using Power BI,Attending,"Priyadarshini college of engineering, Nagpur ",Email,,Students,2026,Punch,7.9,4,0-2 Lakh,8,yes
Apekshita,apekshita@xyz.com,1,Data Visualization using Power BI,Attending,Wilson college ,Email,,Students,2024,Belgavi,7.1,3,0-2 Lakh,8,no
Achal ,achal@xyz.com,1,Data Visualization using Power BI,Attending,A. C. Patil College of Engineering,Email,,Students,2025,Mysuru,6.7,5,0-2 Lakh,14,no
Rushil ,rushil@xyz.com,1,Data Visualization using Power BI,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Email,,Students,2024,Kollam,8.2,5,0-2 Lakh,5,no
Rugveda,rugveda@xyz.com,1,Data Visualization using Power BI,Attending,"Vidyalankar Institute of Technology, Mumbai",Email,,Students,2025,Guna,7.4,5,0-2 Lakh,9,no 
ARVIND,arvind@xyz.com,1,Data Visualization using Power BI,Attending,Silicon Institute of Technology,Email,,Students,2024,Narwar,8.6,3,0-2 Lakh,9,yes
Hridya,hridya@xyz.com,1,Data Visualization using Power BI,Attending,ADHIYAMAAN COLLEGE OF ENGINEERING,Whatsapp,,Students,2023,Orchha,9.2,7,0-2 Lakh,29,no
khush,khush@xyz.com,1,Data Visualization using Power BI,Attending,Don Bosco College of Engineering Fatorda Goa,Whatsapp,,Students,2023,Sagar,7.8,3,0-2 Lakh,8,no
Asawari,asawari@xyz.com,1,Data Visualization using Power BI,Attending,Pillai College of Engineering New Panvel,Whatsapp,,Students,2025,Satna,7.9,3,0-2 Lakh,6,no
Surakshith,surakshith@xyz.com,1,Data Visualization using Power BI,Attending,St Xavier's College ,SPOC/ College Professor,,Students,2024,Ujjain,9.9,7,0-2 Lakh,24,yes
Divyashri,divyashri@xyz.com,1,Data Visualization using Power BI,Attending,"Vidyalankar Institute of Technology, Mumbai",Whatsapp | SPOC/ College Professor,,Students,2025,Vidisha,8.1,7,0-2 Lakh,21,no
Sampada,sampada@xyz.com,1,Data Visualization using Power BI,Attending,"Vidyalankar Institute of Technology, Mumbai",Whatsapp,,Students,2024,Aurangabad,9.8,7,0-2 Lakh,21,no
Prashansa,prashansa@xyz.com,1,Data Visualization using Power BI,Attending,Silicon Institute of Technology,Friend/ Classmate | SPOC/ College Professor,,Students,2023,Bhsawal,9.6,5,0-2 Lakh,9,no
KRISHNENDU,krishnendu@xyz.com,1,Data Visualization using Power BI,Attending,ADHIYAMAAN COLLEGE OF ENGINEERING,Whatsapp,,Students,2024,Bid,6.2,3,0-2 Lakh,7,yes
Meghreji Hassanraza,meghrejihassanraza@xyz.com,1,Data Visualization using Power BI,Attending,Pillai College of Engineering New Panvel,Friend/ Classmate,,Students,2025,Dhule,7.2,4,0-2 Lakh,8,no 
Rajdeep,rajdeep@xyz.com,1,Data Visualization using Power BI,Attending,St Xavier's College ,SPOC/ College Professor,,Students,2023,Jalgaon,9.5,7,0-2 Lakh,19,no 
Soham,soham@xyz.com,1,Data Visualization using Power BI,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",SPOC/ College Professor,,Students,2024,Navi Mumbai,9.9,3,0-2 Lakh,5,no
Prajanyu,prajanyu@xyz.com,1,Data Visualization using Power BI,Attending,"Vishwakarma Institute of Technology, Pune",Whatsapp,,Students,2026,Mumbai,6.6,4,0-2 Lakh,8,no
Shivalika,shivalika@xyz.com,1,Data Visualization using Power BI,Attending,St.Francis Institute of Technology,Whatsapp,,Students,2025,Kolhapur,8.3,4,0-2 Lakh,17,no
Vinita,vinita@xyz.com,1,Data Visualization using Power BI,Attending,A. C. Patil College of Engineering,Whatsapp,,Students,2026,Solapur,8.5,7,0-2 Lakh,18,yes
Clarisse,clarisse@xyz.com,1,Data Visualization using Power BI,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Cloud Counselage Website,,Students,2023,Sangola,7.5,3,0-2 Lakh,7,no 
NUDRAT,nudrat@xyz.com,1,Data Visualization using Power BI,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",SPOC/ College Professor,,Students,2024,Jaipur,7.2,4,0-2 Lakh,5,yes
Mohd ,mohd@xyz.com,1,Data Visualization using Power BI,Attending,G H Raisoni institut of engineering and technology pune,SPOC/ College Professor,,Students,2023,Jalor,7.5,3,0-2 Lakh,8,no
Jayant,jayant@xyz.com,1,Data Visualization using Power BI,Attending,Late G. N. Sapkal College Of Engineering,SPOC/ College Professor,,Students,2023,Nizambad,8.7,3,0-2 Lakh,20,no
Samadhan,samadhan@xyz.com,1,Data Visualization using Power BI,Attending,"Symbiosis Institute of Technology, Pune",Whatsapp | SPOC/ College Professor,,Students,2024,Agartala,6.7,7,0-2 Lakh,14,yes
Jerimson,jerimson@xyz.com,1,Data Visualization using Power BI,Attending,"MIT Academy Of Engineering ,Alandi",LinkedIn | Email,,Students,2025,Agra,9.0,3,0-2 Lakh,16,yes
Tuba,tuba@xyz.com,1,Data Visualization using Power BI,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Whatsapp,,Students,2024,Ghazipur,6.5,7,0-2 Lakh,9,yes
Kishan,kishan@xyz.com,1,Data Visualization using Power BI,Attending,G H Raisoni institut of engineering and technology pune,Email,,Students,2023,Gorakhpur,8.1,5,0-2 Lakh,6,no
Saajan,saajan@xyz.com,1,Data Visualization using Power BI,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Instagram,,Students,2025,Deoria,9.3,5,0-2 Lakh,21,yes
shikha ,shikha@xyz.com,1,Data Visualization using Power BI,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Whatsapp,,Students,2023,Jhansi,7.6,7,0-2 Lakh,21,no
Neelu,neelu@xyz.com,1,Data Visualization using Power BI,Attending,"Priyadarshini college of engineering, Nagpur ",Whatsapp,,Students,2026,Kanpur,7.8,5,0-2 Lakh,23,no
zeba,zeba@xyz.com,1,Data Visualization using Power BI,Attending,St.Francis Institute of Technology,Email,,Students,2024,Lucknow,7.9,3,0-2 Lakh,9,no
KEERTI ,keerti@xyz.com,1,Data Visualization using Power BI,Attending,New horizon institute of Technology and Management ,Telegram,,Students,2023,Mathura,8.5,4,0-2 Lakh,7,no
Shekhar,shekhar@xyz.com,1,Data Visualization using Power BI,Attending,"Symbiosis Institute of Technology, Pune",Email,,Students,2024,Varanasi,8.3,3,0-2 Lakh,8,yes
Yelena,yelena@xyz.com,1,Data Visualization using Power BI,Attending,"MIT Academy Of Engineering ,Alandi",Telegram,,Students,2023,Almora,9.4,7,0-2 Lakh,19,no 
Muskan,muskan@xyz.com,1,Data Visualization using Power BI,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Youtube | Facebook | Instagram | LinkedIn | Whatsapp | Email | Telegram | Twitter | Friend/ Classmate,,Students,2023,Hugli,7.7,5,0-2 Lakh,8,no
Pruthvi,pruthvi@xyz.com,1,Data Visualization using Power BI,Attending,"Vidyalankar Institute of Technology, Mumbai",Whatsapp,,Students,2024,Malda,7.2,7,0-2 Lakh,9,no
Meera,meera@xyz.com,1,Artificial Intelligence,Attending,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,Whatsapp,,Students,2023,Mumbai,9.5,5,0-2 Lakh,10,yes
Kinjal,kinjal@xyz.com,1,Artificial Intelligence,Attending,ADHIYAMAAN COLLEGE OF ENGINEERING,Others,,Students,2026,Nanded,7.5,7,0-2 Lakh,15,no
BHAVESH,bhavesh@xyz.com,1,Artificial Intelligence,Attending,Don Bosco College of Engineering Fatorda Goa,Others,,Students,2025,Mahe,7.9,5,0-2 Lakh,12,no
LIKITA,likita@xyz.com,1,Artificial Intelligence,Attending,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",Whatsapp,,Students,2025,Ajmer,7.3,3,0-2 Lakh,9,no
Nimisha,nimisha@xyz.com,1,Artificial Intelligence,Attending,G H Raisoni institut of engineering and technology pune,Whatsapp,,Students,2023,Amer,7.5,4,0-2 Lakh,8,no
Mohammed Danish,mohammeddanish@xyz.com,1,Artificial Intelligence,Attending,G H Raisoni institut of engineering and technology pune,Email,,Students,2024,Jhalwar,6.7,5,0-2 Lakh,21,no 
Stany,stany@xyz.com,1,Artificial Intelligence,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Email,,Students,2024,Kota,7.1,5,0-2 Lakh,7,yes
Arpit,arpit@xyz.com,1,Artificial Intelligence,Attending,"Vishwakarma Institute of Technology, Pune",Email,,Students,2025,Pali,9.5,7,0-2 Lakh,20,yes
Herak,herak@xyz.com,1,Artificial Intelligence,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Email,,Students,2025,Sikar,9.2,5,0-2 Lakh,9,no
kajol,kajol@xyz.com,1,Artificial Intelligence,Attending,"Priyadarshini college of engineering, Nagpur ",Email,,Students,2023,Ahemdabad,7.9,7,0-2 Lakh,13,no
Tejash,tejash@xyz.com,1,Artificial Intelligence,Attending,St.Francis Institute of Technology,Email,,Students,2024,Amreli,7.3,4,0-2 Lakh,24,no
Yug,yug@xyz.com,1,Artificial Intelligence,Attending,"Symbiosis Institute of Technology, Pune",Whatsapp,,Students,2023,Jamnagar,9.1,4,0-2 Lakh,21,no
Saumil,saumil@xyz.com,1,Artificial Intelligence,Attending,A. C. Patil College of Engineering,Others,,Students,2025,Kheda,8.4,3,0-2 Lakh,9,no
JAIMIN ,jaimin@xyz.com,1,Artificial Intelligence,Attending,Wilson college ,Whatsapp,,Students,2025,Morbi,6.7,7,0-2 Lakh,8,no
Jaydipbhai,jaydipbhai@xyz.com,1,Artificial Intelligence,Attending,g h raisoni institut of engineering and technology pune,Others,,Students,2023,Rajkot,9.9,4,0-2 Lakh,30,no 
Visalakshi,visalakshi@xyz.com,1,Artificial Intelligence,Attending,government polytechnic gandhinagar,Cloud Counselage Website,,Students,2026,Surat,7.6,7,0-2 Lakh,24,yes
Khyati ,khyati@xyz.com,1,Artificial Intelligence,Attending,d y patil institute of mca and management akurdi pune,Cloud Counselage Website,,Students,2025,Ambala,6.4,5,0-2 Lakh,19,no
Hardik,hardik@xyz.com,1,Artificial Intelligence,Attending,ap shah institute of technology ,Whatsapp,,Students,2023,Chandigarh,8.4,7,0-2 Lakh,21,no
Ervin Ryan,ervinryan@xyz.com,1,Artificial Intelligence,Attending,st xavier's college ,Email,,Students,2023,Hisar,8.7,3,0-2 Lakh,9,no
Shrikrishna,shrikrishna@xyz.com,1,Artificial Intelligence,Attending,g h raisoni institut of engineering and technology pune,Email,,Students,2025,Nizambad,8.0,7,0-2 Lakh,8,no
Nakum Ritesh,nakumritesh@xyz.com,1,Artificial Intelligence,Attending,"priyadarshini college of engineering, nagpur ",Email,,Students,2023,Ghazipur,8.7,5,0-2 Lakh,17,no 
VISHWAS,vishwas@xyz.com,1,Artificial Intelligence,Attending,st.francis institute of technology,Email,,Students,2025,Ghaziabad,6.5,5,0-2 Lakh,13,yes
Aritra,aritra@xyz.com,1,Artificial Intelligence,Attending,new horizon institute of technology and management ,Email,,Students,2026,Gonda,8.8,5,0-2 Lakh,11,yes
Nilay,nilay@xyz.com,1,Artificial Intelligence,Attending,A. C. Patil College of Engineering,Email,,Students,2025,Hamirpur,7.6,4,0-2 Lakh,19,no
Jash,jash@xyz.com,1,Artificial Intelligence,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Email,,Students,2023,Budaun,8.7,4,0-2 Lakh,12,yes
Alister ,alister@xyz.com,1,Artificial Intelligence,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Email,,Students,2023,Jhansi,9.1,3,0-2 Lakh,23,no
Tejal,tejal@xyz.com,1,Artificial Intelligence,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,Others,,Students,2024,Lucknow,7.3,3,0-2 Lakh,9,no
Alwyn,alwyn@xyz.com,1,Artificial Intelligence,Attending,"Vidyalankar Institute of Technology, Mumbai",Email,,Students,2025,Mainpuri,7.1,7,0-2 Lakh,13,no
HEMANSHU,hemanshu@xyz.com,1,Artificial Intelligence,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,,Students,2024,Palashi,8.3,7,0-2 Lakh,19,no
Renesa,renesa@xyz.com,1,Artificial Intelligence,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,,Students,2024,Santipur,7.4,7,0-2 Lakh,13,yes
Lookman,lookman@xyz.com,1,Artificial Intelligence,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2023,Siliguri,6.7,4,0-2 Lakh,11,no
Bhargav,bhargav@xyz.com,1,Artificial Intelligence,Attending,don bosco college of engineering fatorda goa,Email,,Students,2024,Siuri,7.1,7,0-2 Lakh,15,yes
Ravishankar,ravishankar@xyz.com,1,Artificial Intelligence,Attending,pillai college of engineering new panvel,Facebook,,Students,2023,Titagrah,8.7,5,0-2 Lakh,12,yes
Jayamala ,jayamala@xyz.com,1,Artificial Intelligence,Attending,st xavier's college ,Email,,Students,2023,Orchha,8.7,5,0-2 Lakh,20,no 
Haider ,haider@xyz.com,1,Artificial Intelligence,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Email,,Students,2024,Satna,6.8,7,0-2 Lakh,9,yes
Roshni ,roshni@xyz.com,1,Artificial Intelligence,Attending,g h raisoni institut of engineering and technology pune,Others,,Students,2025,Ujjain,7.1,7,0-2 Lakh,9,yes
MEHAK,mehak@xyz.com,1,Artificial Intelligence,Attending,St.Francis Institute of Technology,Email,,Students,2024,Bhsawal,6.7,4,0-2 Lakh,16,no
Rajan ,rajan@xyz.com,1,Artificial Intelligence,Attending,"MIT Academy Of Engineering ,Alandi",Email,,Students,2026,Jalgaon,9.1,5,0-2 Lakh,20,no
Srushti,srushti@xyz.com,1,Artificial Intelligence,Attending,A. C. Patil College of Engineering,Email,,Students,2024,Kalyan,8.9,3,0-2 Lakh,9,yes
Abdullah,abdullah@xyz.com,1,Artificial Intelligence,Attending,Wilson college ,Email,,Students,2023,Thane,7.4,4,0-2 Lakh,13,yes
Niraj,niraj@xyz.com,1,Artificial Intelligence,Attending,"mit academy of engineering ,alandi",Cloud Counselage Website,,Students,2025,Amer,9.6,4,0-2 Lakh,21,no
Shresth,shresth@xyz.com,1,Artificial Intelligence,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,,Students,2024,Jhalwar,9.5,4,0-2 Lakh,21,yes
Radheshyam,radheshyam@xyz.com,1,Artificial Intelligence,Attending,g h raisoni institut of engineering and technology pune,Youtube | Facebook | Instagram | LinkedIn | Email | Cloud Counselage Website,,Students,2023,Jodhpur,6.8,3,0-2 Lakh,17,no 
Aashish,aashish@xyz.com,1,Artificial Intelligence,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Email,,Students,2025,Pali,9.9,4,0-2 Lakh,9,yes
Shefali,shefali@xyz.com,1,Artificial Intelligence,Attending,"vidyalankar institute of technology, mumbai",Email,,Students,2025,Sikar,6.6,7,0-2 Lakh,8,yes
Jude ,jude@xyz.com,1,Artificial Intelligence,Attending,"priyadarshini college of engineering, nagpur ",Others,,Students,2023,Nadiad,8.8,4,0-2 Lakh,6,no
Vrundali,vrundali@xyz.com,1,Hello ML and DL,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Cloud Counselage Website,,Students,2023,Okha,7.5,7,0-2 Lakh,7,yes
Hiren,hiren@xyz.com,1,Hello ML and DL,Attending,silicon institute of technology,Facebook,,Students,2026,Rajkot,8.3,3,0-2 Lakh,7,no 
VINEET,vineet@xyz.com,1,Hello ML and DL,Attending,adhiyamaan college of engineering,Whatsapp,,Students,2024,Surat,6.4,7,0-2 Lakh,8,no 
Krishnabihari,krishnabihari@xyz.com,1,Hello ML and DL,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2024,Faridabad,7.6,5,0-2 Lakh,11,no
Khumesh,khumesh@xyz.com,1,Hello ML and DL,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2025,Nagaon,8.7,5,0-2 Lakh,8,no
Palash,palash@xyz.com,1,Hello ML and DL,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2024,Burani,9.2,7,0-2 Lakh,15,yes
Yashsvi,yashsvi@xyz.com,1,Hello ML and DL,Attending,late g. n. sapkal college of engineering,Whatsapp,,Students,2025,Jamalpur,6.9,4,0-2 Lakh,14,no
Hrushikesh,hrushikesh@xyz.com,1,Hello ML and DL,Attending,"mit academy of engineering ,alandi",Whatsapp,,Students,2025,Motihari,6.5,3,0-2 Lakh,9,yes
SANDIPAN,sandipan@xyz.com,1,Hello ML and DL,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2023,Muzaffarpur,8.7,4,0-2 Lakh,7,no
Lalitkumar,lalitkumar@xyz.com,1,Hello ML and DL,Attending,"mit academy of engineering ,alandi",Whatsapp,,Students,2023,Siwan,9.0,4,0-2 Lakh,6,no
Divya Dilipbhai,divyadilipbhai@xyz.com,1,Hello ML and DL,Attending,a. c. patil college of engineering,Instagram | Whatsapp | Email,,Students,2024,Chandigarh,7.2,4,0-2 Lakh,8,yes
Divya,divya@xyz.com,1,Hello ML and DL,Attending,wilson college ,Whatsapp,,Students,2025,Ambikapur,8.5,5,0-2 Lakh,21,yes
Hinal,hinal@xyz.com,1,Hello ML and DL,Attending,dkte society's textile and engineering institute ichalkaranji,Cloud Counselage Website,,Students,2023,Durg,6.6,7,0-2 Lakh,21,no 
Parmanand,parmanand@xyz.com,1,Hello ML and DL,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,,Students,2023,Delhi,9.1,7,0-2 Lakh,25,no
Zeenal,zeenal@xyz.com,1,Hello ML and DL,Attending,silicon institute of technology,Whatsapp,,Students,2026,New Delhi,7.6,5,0-2 Lakh,19,yes
Dnyananda ,dnyananda@xyz.com,1,Hello ML and DL,Attending,pillai college of engineering new panvel,Email,,Students,2024,Ahemdabad,8.5,7,0-2 Lakh,5,no
Monali,monali@xyz.com,1,Hello ML and DL,Attending,st xavier's college ,Email,,Students,2023,Amreli,8.7,7,0-2 Lakh,8,no
gajendra,gajendra@xyz.com,1,Hello ML and DL,Attending,a. c. patil college of engineering,Email,,Students,2025,Godhra,9.4,5,0-2 Lakh,9,yes
Dion Trevor,diontrevor@xyz.com,1,Hello ML and DL,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2025,Junagadh,8.5,5,0-2 Lakh,13,no 
Mishkeel,mishkeel@xyz.com,1,Hello ML and DL,Attending,g h raisoni institut of engineering and technology pune,Email,,Students,2023,Nadiad,7.5,3,0-2 Lakh,19,yes
Maithili,maithili@xyz.com,1,Hello ML and DL,Attending,government polytechnic gandhinagar,Others,,Students,2025,Navsari,7.2,7,0-2 Lakh,18,no
Chandradev ,chandradev@xyz.com,1,Hello ML and DL,Attending,"priyadarshini college of engineering, nagpur ",Email,,Students,2023,Valsad,9.4,5,0-2 Lakh,9,no
