index,First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills
4119,Gre,gre@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Nagpur ",,,MCA,2024,Buldhana,9.1,7,0-2 Lakh,17,no 
4120,Bodduna,bodduna@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",,,Data Science and Analyst,2023,Dhule,9.2,4,0-2 Lakh,18,no 
4121,Sayan,sayan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,,,Students,2023,Jalgaon,7.3,7,0-2 Lakh,19,yes
4123,Rohitash,rohitash@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St Xavier's College ,,,Students,2023,Nagpur,9.9,5,0-2 Lakh,9,yes
4126,Anchal ,anchal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,,Students,2024,Jaipur,9.7,3,0-2 Lakh,9,yes
4128,Pramugdhya Singh,pramugdhyasingh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Nagpur ",,,Students,2024,Jodhpur,7.1,5,0-2 Lakh,7,no
4130,Ravikumar,ravikumar@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Wilson college ,,,Students,2024,Godhra,9.1,4,0-2 Lakh,23,no
4132,Ashwin ,ashwin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",,,Students,2024,Rajkot,8.9,5,0-2 Lakh,5,no
4135,Grandhe,grandhe@xyz.com,1,Internship Program(IP) Success Conclave,Attending,A. C. Patil College of Engineering,,,Students,2024,Tirupati,9.9,4,0-2 Lakh,15,no
4136,Syed Irfan ,syedirfan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Wilson college ,,,Students,2023,Vijaywada,8.1,3,0-2 Lakh,19,yes
4137,van beslay,vanbeslay@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"LD College of engineering, Ahmedabad, Gujarat ",,,Electrical Engineering,2023,Eluru,9.5,3,0-2 Lakh,18,yes
4138,Tanveesh Singh,tanveeshsingh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Nagpur ",,,Aerospace engineer ,2024,Nagaon,9.6,5,0-2 Lakh,23,no 
4139,Anirudh,anirudh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,,,Students,2024,Sivasagar,6.2,3,0-2 Lakh,9,yes
4140,shalaka,shalaka@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Silicon Institute of Technology,,,Students,2023,Burani,9.1,5,0-2 Lakh,7,no
4142,Anshika,anshika@xyz.com,1,Internship Program(IP) Success Conclave,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,,,Students,2024,Jamalpur,6.6,3,0-2 Lakh,9,no
4143,Smita,smita@xyz.com,1,Internship Program(IP) Success Conclave,Attending,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,,,Data Science and Analyst,2023,Munger,8.3,5,0-2 Lakh,17,yes
4144,Sabahat,sabahat@xyz.com,1,Internship Program(IP) Success Conclave,Attending,ADHIYAMAAN COLLEGE OF ENGINEERING,,,Intern,2024,Muzaffarpur,8.9,7,0-2 Lakh,13,no 
4146,Kanan,kanan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St Xavier's College ,,,Students,2023,Chandigarh,8.5,5,0-2 Lakh,10,yes
4147,SANA,sana@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",,,Students,2024,Ambikapur,8.8,5,0-2 Lakh,10,no
4148,Sowmya sree,sowmyasree@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Durg,7.5,4,0-2 Lakh,15,no
4152,Anas,anas@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,,,Asst. Professor,2023,Kheda,9.2,4,0-2 Lakh,9,no
4154,Tapan,tapan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Rajkot,7.5,5,0-2 Lakh,21,no
4155,Jayendra,jayendra@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,,,Students,2023,Surat,6.9,5,0-2 Lakh,8,no
4157,Mushkan,mushkan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,,,Intern,2023,Gurugram,8.7,3,0-2 Lakh,21,yes
4160,NEELAM,neelam@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",,,Students,2023,Shimla,8.5,5,0-2 Lakh,9,yes
4161,Karthik,karthik@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,,,Students,2024,Una,8.7,3,0-2 Lakh,17,yes
4162,Pradnesh,pradnesh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Baramula,9.4,7,0-2 Lakh,17,no
4163,Brinda ,brinda@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Gulmarg,8.5,7,0-2 Lakh,19,yes
4166,Kshitiz,kshitiz@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Hasan,8.5,4,0-2 Lakh,6,yes
4167,Lynelle,lynelle@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2024,Kolar,7.7,4,0-2 Lakh,9,no
4168,Dikshant,dikshant@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,,,Students,2023,Mysuru,8.1,7,0-2 Lakh,20,no
4169,Sheshadri,sheshadri@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,,,Students,2023,Thrissur,8.3,4,0-2 Lakh,19,no
4171,Deepali,deepali@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,,,Students,2024,Ujjain,8.9,3,0-2 Lakh,21,yes
4172,Kanchi,kanchi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,,,Data Science and Analyst,2023,Aurangabad,8.1,4,0-2 Lakh,8,no
4175,Boya,boya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Bid,7.5,4,0-2 Lakh,5,no
4178,PRASHU,prashu@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",,,Students,2023,Mumbai,7.6,7,0-2 Lakh,13,no 
4182,Bornventure,bornventure@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Wardha,7.8,7,0-2 Lakh,24,yes
4185,Yogeshree,yogeshree@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,,,Engineering ,2024,konark,9.2,5,0-2 Lakh,18,yes
4187,Panchsheela,panchsheela@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Ajmer,8.4,3,0-2 Lakh,7,no
4189,RiteshPratap,riteshpratap@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,,,Students,2024,Jhalwar,8.0,5,0-2 Lakh,7,no 
4192,Gautami,gautami@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2023,Aligarh,6.5,7,0-2 Lakh,9,no
4195,navneet,navneet@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,,,Students,2024,Gorakhpur,7.6,6,0-2 Lakh,15,no 
4197,Mahavir,mahavir@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Intern,2024,Lucknow,7.1,5,0-2 Lakh,14,yes
4199,Ksheetija,ksheetija@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",,,IT Engineering,2023,Varanasi,7.4,5,0-2 Lakh,8,no
4202,Rachana,rachana@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,,,Students,2024,Hugli,9.7,6,0-2 Lakh,14,no 
4205,DUGAM,dugam@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Talmuk,8.5,7,0-2 Lakh,19,no
4206,Rais,rais@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,,,Students,2023,Titagrah,9.5,3,0-2 Lakh,23,no
4208,Akshada,akshada@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,,,Students,2024,Satna,8.2,7,0-2 Lakh,9,yes
4209,Ramya,ramya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Computer Engineer,2024,Ujjain,6.5,3,0-2 Lakh,9,no 
4211,Aaftab,aaftab@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,,,Computer Engineer,2024,Bhsawal,7.3,7,0-2 Lakh,19,no
4212,Nupoor,nupoor@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Dhule,7.8,7,0-2 Lakh,23,no
4213,Advay,advay@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,,,Students,2023,Jalgaon,7.9,7,0-2 Lakh,8,no
4214,Khilender,khilender@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",,,Data Science and Analyst,2024,Thane,8.1,6,0-2 Lakh,7,no
4215,Reet,reet@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,,,Cyber Security,2024,Nanded,9.6,5,0-2 Lakh,22,no 
4216,Nipun,nipun@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",,,Students,2024,Amritsar,9.1,7,0-2 Lakh,17,yes
4218,PREETHI ,preethi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,,,Students,2023,Sangrur,9.5,7,0-2 Lakh,15,no
4221,Alok,alok@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2024,Bikaner,6.6,7,0-2 Lakh,11,no
4222,Kena,kena@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,CSE,2023,Jaipur,6.7,7,0-2 Lakh,12,no
4223,Harshit,harshit@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,,,B.Tech,2024,Kota,8.9,6,0-2 Lakh,15,yes
4224,Mohd Junaid ,mohdjunaid@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Sikar,8.5,6,0-2 Lakh,20,no 
4227,Venkateshan,venkateshan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,,,Data Science and Analyst,2023,Junagadh,6.4,3,2-5 Lakh,21,no
4228,Flavita,flavita@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Morbi,7.7,6,2-5 Lakh,16,no
4229,Chanchal,chanchal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,,,Students,2023,Okha,7.9,5,2-5 Lakh,7,no
4231,Sparsha,sparsha@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Valsad,9.2,5,2-5 Lakh,13,yes
4233,Grishma,grishma@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,,,Django,2023,Kaithal,7.2,5,0-2 Lakh,8,no
4234,Kanishk,kanishk@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Computer Engineer,2023,Agartala,6.5,6,0-2 Lakh,25,no
4235,Jhanvi,jhanvi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Agra,7.5,6,2-5 Lakh,21,no
4237,Earl,earl@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,,,BE CS,2023,Deoria,9.0,7,0-2 Lakh,9,yes
4238,Liza,liza@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",,,Students,2024,Lucknow,6.6,3,0-2 Lakh,8,no
4240,Ava,ava@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Talmuk,7.7,3,0-2 Lakh,19,yes
4243,Colin,colin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,,,,Students,2024,Vidisha,6.6,3,5-7 Lakh,19,no 
4246,Freeman,freeman@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",,,Students,2024,Barmer,9.6,3,0-2 Lakh,20,no
4248,Jennie,jennie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",,,Data Science and Analyst,2024,Pali,7.5,5,0-2 Lakh,8,yes
4249,Felipe,felipe@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,,,Students,2024,Godhra,6.7,7,0-2 Lakh,21,yes
4252,Javier,javier@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Rajkot,7.8,7,0-2 Lakh,9,no
4254,Jaqueline,jaqueline@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Kunrool,7.3,6,0-2 Lakh,7,yes
4256,Laurence,laurence@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",,,Students,2023,Guwahati,9.3,7,0-2 Lakh,28,no
4258,Desmond,desmond@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,,,Diploma In Electrical Engineering,2023,Nanded,6.5,7,2-5 Lakh,14,no
4259,Lucas,lucas@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Sangrur,7.3,3,0-2 Lakh,20,yes
4263,Valerie,valerie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",,,Students,2023,Kunrool,7.2,6,2-5 Lakh,8,no 
4264,Blaine,blaine@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Nagaon,6.8,6,2-5 Lakh,8,no
4265,Latonya,latonya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,,,Students,2024,Haijipur,6.5,5,0-2 Lakh,18,yes
4266,Ola,ola@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,,,Students,2024,Muzaffarpur,8.6,6,7 Lakh+,13,no
4267,Georgiana,georgiana@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Ambikapur,9.9,7,0-2 Lakh,16,no
4270,Floyd,floyd@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2024,Panipat,7.4,5,0-2 Lakh,8,no
4272,Marcie,marcie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,,,Students,2024,Baramula,7.6,6,0-2 Lakh,9,no
4276,Augustine,augustine@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,,,Students,2023,Aurangabad,7.3,6,0-2 Lakh,12,no
4277,Mac,mac@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",,,Students,2024,Buldhana,8.5,8,0-2 Lakh,15,yes
4279,Pamula,pamula@xyz.com,1,Internship Program(IP) Success Conclave,Attending,ap shah institute of technology ,,,Students,2023,Karli,6.8,5,0-2 Lakh,16,no
4280,Trevor,trevor@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2024,Satara,8.9,8,0-2 Lakh,9,yes
4281,Mickey,mickey@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,,,Students,2023,Sangola,7.2,5,0-2 Lakh,24,no 
4283,Arturo,arturo@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,,,Students,2023,konark,9.3,3,0-2 Lakh,8,yes
4285,Jeanne,jeanne@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,,,Students,2024,Jhalwar,9.2,8,0-2 Lakh,19,no
4286,Keri,keri@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,,,Students,2023,Jodhpur,7.9,8,0-2 Lakh,8,no
4288,Hobert,hobert@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,,,Students,2024,Budaun,7.8,6,0-2 Lakh,5,no
4293,Josh,josh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Thane,8.7,3,5-7 Lakh,17,no 
4297,Garry,garry@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,government polytechnic gandhinagar,,,Students,2024,Jaipur,9.1,6,0-2 Lakh,25,yes
4300,Jesse,jesse@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Kota,8.6,3,0-2 Lakh,20,yes
4303,Elvin,elvin@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,wilson college ,,,Students,2024,Jamnagar,9.8,3,0-2 Lakh,10,no
4304,Paula,paula@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Faridabad,7.6,5,7 Lakh+,5,no
4306,Alicia,alicia@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Hamirpur,9.9,6,0-2 Lakh,14,no
4308,Dominique,dominique@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"symbiosis institute of technology, pune",,,Students,2024,Mainpuri,8.7,3,0-2 Lakh,19,no
4309,Lyle,lyle@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,a. c. patil college of engineering,,,Students,2023,Almora,6.9,5,0-2 Lakh,17,yes
4310,Ina,ina@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,wilson college ,,,Students,2024,Alipore,9.2,3,0-2 Lakh,18,no 
4312,Doreen,doreen@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Talmuk,8.7,6,0-2 Lakh,11,no
4314,Kenya,kenya@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,wilson college ,,,Students,2024,Amer,9.4,6,0-2 Lakh,21,no
4317,Sheila,sheila@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Ahemdabad,8.0,8,5-7 Lakh,7,no
4319,Daryl,daryl@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Okha,7.2,8,0-2 Lakh,8,yes
4322,Kristy,kristy@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,late g. n. sapkal college of engineering,,,Students,2024,Tirupati,9.1,6,0-2 Lakh,21,yes
4325,Juanita,juanita@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2023,Darbhanga,9.5,5,2-5 Lakh,7,yes
4326,Clara,clara@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,new horizon institute of technology and management ,,,Students,2023,Motihari,7.8,3,0-2 Lakh,7,yes
4327,Stacey,stacey@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,late g. n. sapkal college of engineering,,,Students,2024,Munger,9.1,6,0-2 Lakh,19,no
4329,Faye,faye@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,pillai college of engineering new panvel,,,Students,2024,Delhi,7.8,3,0-2 Lakh,13,no
4330,Leigh,leigh@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Panji,7.2,8,0-2 Lakh,14,no
4331,Robyn,robyn@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,new horizon institute of technology and management ,,,Students,2024,Junagadh,8.7,5,0-2 Lakh,9,no 
4332,Gabrielle,gabrielle@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"symbiosis institute of technology, pune",,,Students,2024,Morbi,8.8,5,5-7 Lakh,9,yes
4333,Clark,clark@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,a. c. patil college of engineering,,,Students,2023,Navsari,7.6,8,0-2 Lakh,8,no
4334,Frederic,frederic@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2023,Valsad,9.2,8,2-5 Lakh,25,no
4335,Kayla,kayla@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2023,Ambala,7.3,6,5-7 Lakh,21,no
4336,Latoya,latoya@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Chandigarh,7.6,3,7 Lakh+,23,no
4338,Romaine,romaine@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Baramula,8.2,6,7 Lakh+,8,no 
4339,Otis,otis@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st.francis institute of technology,,,Students,2023,Doda,6.8,3,0-2 Lakh,9,no 
4341,Eloise,eloise@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,pillai college of engineering new panvel,,,Students,2023,Kollam,7.8,8,0-2 Lakh,10,yes
4342,Camille,camille@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,g h raisoni institut of engineering and technology pune,,,Students,2024,Indore,9.5,5,0-2 Lakh,20,no
4343,Breanna,breanna@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Narwar,9.6,6,0-2 Lakh,25,no
4345,Dale,dale@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Bid,7.6,6,0-2 Lakh,9,no
4349,Kimberley,kimberley@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2023,Puri,6.9,8,0-2 Lakh,8,no
4352,Elia,elia@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st.francis institute of technology,,,Students,2024,Sikar,6.6,8,0-2 Lakh,22,no 
4353,Wilda,wilda@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Gonda,8.7,6,0-2 Lakh,10,no
4356,Sybil,sybil@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2024,Almora,7.3,3,0-2 Lakh,21,no
4359,Xenia,xenia@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,pillai college of engineering new panvel,,,Students,2023,Hugli,8.5,6,0-2 Lakh,8,no
4360,Claire,claire@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,wilson college ,,,Students,2023,Titagrah,6.7,8,2-5 Lakh,8,no
4361,Young,young@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Engineering ,2024,Ujjain,8.9,6,0-2 Lakh,30,no
4363,Norma,norma@xyz.com,1,KYC - Know Your CCPC,Attending,government polytechnic gandhinagar,,,Students,2024,Amritsar,6.7,8,2-5 Lakh,6,no
4364,Ervin,ervin@xyz.com,1,KYC - Know Your CCPC,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Amer,9.2,5,2-5 Lakh,8,no 
4367,Kaley,kaley@xyz.com,1,KYC - Know Your CCPC,Attending,late g. n. sapkal college of engineering,,,Students,2023,Navsari,8.7,3,0-2 Lakh,14,no
4368,Bernardo,bernardo@xyz.com,1,KYC - Know Your CCPC,Attending,a. c. patil college of engineering,,,Students,2024,Surat,8.0,8,0-2 Lakh,8,no
4369,Michele,michele@xyz.com,1,KYC - Know Your CCPC,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Ambala,8.5,8,0-2 Lakh,7,no
4373,Penelope,penelope@xyz.com,1,KYC - Know Your CCPC,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Ghaziabad,7.6,6,7 Lakh+,18,no
4375,Carmelo,carmelo@xyz.com,1,KYC - Know Your CCPC,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Gorakhpur,8.3,5,0-2 Lakh,5,no
4377,Elsa,elsa@xyz.com,1,KYC - Know Your CCPC,Attending,"vidyalankar institute of technology, mumbai",,,Electrical Engineering,2024,Durgapur,7.9,3,0-2 Lakh,7,no
4379,Priscilla,priscilla@xyz.com,1,KYC - Know Your CCPC,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Siuri,6.7,6,0-2 Lakh,11,no
4380,Sheri,sheri@xyz.com,1,KYC - Know Your CCPC,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2023,Orchha,8.2,5,0-2 Lakh,5,no
4382,Madge,madge@xyz.com,1,KYC - Know Your CCPC,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Thane,9.8,8,0-2 Lakh,16,no
4385,Albert,albert@xyz.com,1,KYC - Know Your CCPC,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Jodhpur,9.5,3,0-2 Lakh,19,no
4386,Opal,opal@xyz.com,1,KYC - Know Your CCPC,Attending,st.francis institute of technology,,,CSE,2023,Sikar,8.8,3,0-2 Lakh,5,no
4387,Maggie,maggie@xyz.com,1,KYC - Know Your CCPC,Attending,new horizon institute of technology and management ,,,Students,2023,Ahemdabad,7.9,3,0-2 Lakh,8,no
4389,Juliet,juliet@xyz.com,1,KYC - Know Your CCPC,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2023,Vijaywada,7.5,3,0-2 Lakh,9,yes
4391,Calvin,calvin@xyz.com,1,KYC - Know Your CCPC,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Nagaon,6.9,6,0-2 Lakh,17,yes
4394,Maxwell,maxwell@xyz.com,1,KYC - Know Your CCPC,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Mahe,7.8,5,0-2 Lakh,21,no
